name,city,price
"Airy, Art-Filled Loft with Panoramic Terrace Views","De Waterkant, Cape Town",895
Newly kitted out apartment in CT City Centre,Cape Town,517
"""The Grey Room"" Studio",Cape Town,461
"Modern, luxurious 4-bedroom house",Cape Town,8503
Stylish modern beachfront apartment,Kaapstad,1287
Marina Beach House,Cape Town,2000
GOOD VALUE FOR MONEY with free Wifi and Netflix,Cape Town,420
"Beautiful, modern family home in Constantia",Cape Town,2503
Spacious family farmstyle house in Hout Bay,Cape Town,5496
"Dolphin Views ,Rooms in a Beach Mansion",Cape Town,853
Serviced Apartment ★ Pool & Garden ★ 24h security,Cape Town,1007
✦ Central Modern Studio | Wifi | Pool | Gym,Cape Town,475
"A welcoming, modern, spacious home away from home.",Cape Town,1091
TOWNHOUSE WITH A VIEW,Cape Town,1678
"A very comfortable, open-plan living home.",Cape Town,1398
Kaalvoet - where you can be yourself!!,Cape Town,1049
Penthouse Apartment,Cape Town,4000
Luxury Fun Family Home In Peaceful Constantia-Glen,Cape Town,7006
Parsley Cottage,Cape Town,6335
Hannah's Haven,Cape Town,350
Bright and Spacious 1 Bed Apartment,Cape Town,755
Luxurious Designer 2 Bedroom Apartment - Sea Point,Cape Town,2196
Mountain View Apartment on Wine Route,"Burgundy Estate, Cape Town",545
The Rectory - Simon's Town,Cape Town,4293
FROGGIES - SEA VIEW - 2 BEDROOM APARTMENT,Cape Town,979
yves place,Cape Town,1748
Designer Victorian Home in Tamboerskloof,Cape Town,2783
Cozy room in a friendly house in Observatory,Cape Town,182
Perfect for families situated in Constantia,Cape Town,7999
Standard Two-Bedroom Apartment Camps Bay POB,Cape Town,6713
Family Home with garden & pool in Southern Suburbs,Cape Town,1245
"3 bedroom Victorian Cottage, Green Point near city",Cape Town,2000
Beautiful Big Room in Great Neighbourhood,Cape Town,881
4 Bedroom Luxury Accommodation in Hout Bay,Cape Town,4503
Surfer and Kite Surfers Haven,Cape Town,545
Neat Bedroom in Observatory Capetown,Cape Town,517
Lemon Cottage,Cape Town,2000
Light and Bright in Bantry Bay,Cape Town,1804
Prestigious Apartment on the Waterfront Canals!,Cape Town,1301
Ultimate Sea Point Convenience in Spacious 1 BDRM,Cape Town,475
Easy Seaside Comfort and Spectacular Views,Cape Town,1454
Carnarvon Cottage,Cape Town,755
One Bedroomed Flat in Vredehoek,Cape Town,573
Lark 24 Room 2,Cape Town,350
Beautiful Home in the Heart of Cape Town,Cape Town,2755
Big Bay Beach House,Cape Town,2797
Central Company´s Garden Studio,Cape Town,699
Lovely studio flat-ground floor-upmarket location,Cape Town,741
"View, beach, comfy accommodation  = Perfection",Cape Town,1203
"Lovely, spacious cottage in upper Somerset West",Cape Town,448
Tranquil Retreat with unspoilt Views.,Cape Town,5006
"Stylish Hideaway with Great Privacy, Large Garden, and Pool",Cape Town,2196
“Our House” @ 3rd Avenue Rondebosch East,Cape Town,1105
Cape Town North suburbs. Modern  #WiFi - Parking,Cape Town,350
1 bedroom apartment - central GREEN POINT,Cape Town,951
"Slick, Urban Apartment in the Business District",Cape Town,951
"Central, Trendy Apartment with Modern Design",Cape Town,979
Perfect Cape Town stay,Cape Town,643
4 On Turner,Cape Town,601
Exquisite Villa only 100m from Camps Bay Beach,Cape Town,7747
Stylish villa with unobstructed sea views & pool,Cape Town,5496
Arabesque - 1st Room,Cape Town,895
The White Room,Cape Town,503
Constantia home for 2 weeks,Cape Town,448
Pool Room Suite,Cape Town,1496
"Trendy, Modern, Central City, Pool, Gym, Airco",Cape Town,1608
Norfolk Heights,Cape Town,252
Saute - 2nd Room,Cape Town,895
Bella Rosa,Cape Town,853
Orchard Oak House,Cape Town,3678
Family home close to the beach,Cape Town,1203
Corner House Self Catering en suite Studio,Cape Town,755
Coupe - 3rd Room,Cape Town,797
Ascot Village 3Bedroom Holiday Home,Cape Town,1007
"Beautiful, Spacious & Central City Apartment",Cape Town,1832
1 bed holiday apartment with sea views,Cape Town,755
The Loft at Chartfield Guesthouse,Cape Town,1398
UPMARKET TWO BEDROOM WITH EXQUISITE VIEWS,Cape Town,1692
Modern apartment overlooking the ocean and pool,Cape Town,4503
Glissade - 4th Room,Cape Town,797
Aqua House,Cape Town,503
Room available in winevally,Cape Town,168
Cute one bedroom in Green Point near Waterfront,Cape Town,797
Grant - 5th Bedroom,Cape Town,993
7 TH WONDER B&B Dolphin Beach Suite,Cape Town,1496
The Corner Cottage,Cape Town,545
Large private apartment with lounge and kitchen.,Cape Town,1650
Durbanville Gem,Cape Town,2000
Beautiful Deluxe room at Chartfield Guesthouse,Cape Town,1301
Butler Mansion Luxury Apartment,Cape Town,3007
7 TH WONDER - Robben Island Suite,Cape Town,1706
Lounge in the Courtyard of this Chic Home in Woodstock,Cape Town,1301
Mowbray Cottage,Cape Town,545
7th WONDER B&B - KAAPSTAD SUITE,Cape Town,1105
The Chelsea 104,Cape Town,545
The Sugarberry,Cape Town,545
"Spacious, stylish apartment with sea views",Cape Town,993
Outdoor entertainment in a quiet suburb,Cape Town,182
The Table Mountain Penthouse,Cape Town,1007
"Private room, patio en suite - close to beach",Cape Town,797
Butler Mansion Luxury Rooms,Cape Town,979
Across The Bay Guest House,Cape Town,1804
Contemporary Green Point Villa with Panoramic View,Cape Town,9999
3 bedroom lovely house,Cape Town,1007
Aqua home,Cape Town,545
Large family home,Cape Town,2503
Chic villa near the ocean with pool & roof deck,Cape Town,3944
Designer Apartment in Trendy De Waterkant,Cape Town,2000
Carnarvon Cottage Back Garden Room,Cape Town,503
Carnarvon Cottage Front Garden Room,Cape Town,448
13 Central Road,Cape Town,266
Cape Town Cottage in Fresnaye,Cape Town,951
ZANDBERG ESTATE,Cape Town,1902
✅Camps Bay Hideaway - Walk to Beach,Cape Town,7719
Luxurious/Stylish/Modern Penthouse with Sea Views,Cape Town,9202
"Sunny, bright apartment with views",Cape Town,699
Stylish and relaxed family home,Cape Town,2797
"4 Carnoustie Drive, Atlantic Links Estate",Cape Town,2755
"Stylish, Sophisticated Apartment near the V&A Waterfront",Cape Town,1482
Fabulous Fish Hoek (K&D's Plek),Cape Town,699
"Upmarket, secure apartment in a great location",Cape Town,699
"Spacious, Sunny 3 bedroom Sea Point apartment",Cape Town,3496
Central Cape Town Apartment,Cape Town,392
"Charming one bedroom Apartment in SeaPoint , CT",Cape Town,266
Private room in  villa,Cape Town,1259
Great family getaway in relaxing Melkbos,Cape Town,4503
Where Beach meets Country.,Cape Town,5006
"Perfect base to explore Obs, CT and the Cape",Cape Town,503
Modern beachfront apartment in CPT with parking!,Cape Town,1231
2 Bed House in Security Estate with Garden,Cape Town,2000
A haven in the Forest,Cape Town,993
De Waterkant Loft Style Studio,"De Waterkant, Cape Town",797
Sunny home in quiet upmarket Upper Constantia,Cape Town,2895
Relaxed apartment in Scarborough,Cape Town,503
"Private Self Catering "" Silver Cottage on Meath """,Cape Town,294
"Laguna Apartment, Greenways Golf Estate",Cape Town,1203
Auberge Therese - La Bagatelle,Cape Town,699
Serene and Secure,Cape Town,1007
Stowe Crescent  - Silvertree Estate,Cape Town,5999
Capo Cabana Holiday Home,Cape Town,9999
Gorgeous & Modern in Greenmarket Place!,Cape Town,1496
Fish Hoek Mountainside home with panoramic views,Cape Town,4000
Charming house with spectacular views.,Gordons Bay,1496
The Old Laundry,Cape Town,448
Golf Cottage on Luxury Beach front Estate,Cape Town,1007
Luxury Self catering apartment,Cape Town,755
The Barbarossa Room,Cape Town,406
Sea Point! Best location! Entire Apartment!,Cape Town,699
Atlantic Seaboard Stay - Your HOME away from HOME,Cape Town,503
Cape Peninsula - Large private bedroom & bathroom,Cape Town,671
"Soak Up the Vibe in Secure, Luxurious Waterfront Apartment.",Cape Town,2503
Central to Main Sights. Cottage & Garden,Cape Town,252
Modern City Living (with parking),Cape Town,839
Sepp's Stylish Splendour,Cape Town,5999
Light and Spacious Studio Near V&A Waterfront,Cape Town,1007
The Ivy Cottage at Villa Adalbert Guesthouse,Cape Town,1902
"BEST VIEW IN CAPE TOWN
Apartment  (2 bedrooms)",Cape Town,545
"One bedroom, beach apartment in Golf Estate.",Cape Town,657
"Spacious, private cottage, quiet area, free wifi",Cape Town,294
The Fantastic and Magic place in Cape Town,Cape Town,461
Large family home in upmarket Cape Town suburb.,Cape Town,5006
★City Central★Sweeping Views Pool+Gym+Parking,Cape Town,1007
Luxury Family Suite,Cape Town,895
Deluxe Double Suite,Cape Town,755
Bright Studio Apartment near the Beach & Promenade,Cape Town,601
Stunning Atlantic Beach Golf Estate Home,Cape Town,2797
Serenity near the Sea,Cape Town,1245
City Centre. Views. Luxurious. Fibre. Secure Parking. Gym.,Cape Town,1398
Stylish Beachfront Gem in Mouille Point!,Cape Town,1203
Victorian Townhouse in Cape Town CBD,Cape Town,755
"The Acorn Room, Kalk Bay Mountain, Clovelly",Cape Town,643
Green Point quiet studio apartment,Cape Town,783
Loft Suite with Stunning Views of the Bay,Cape Town,783
"Unwind in a Bright, Open Plan House near Newlands Forest",Cape Town,2489
Vergenoegd,Cape Town,294
Studio Apartment in heart of Cape Town,Cape Town,503
Lovely laxuary accomodation,Cape Town,252
Recharge in Rondebosch,Cape Town,503
Beautiful light spacious quiet central apartment,Cape Town,1496
Funky Cape Town apartment close to everything!,Cape Town,587
Charming Oceanview Villa in Security Estate,Cape Town,1510
4 Double Bedroom Villa with sea & mountain views,Cape Town,3328
Spacious Family Home,Cape Town,1692
Beach House Melkbosstrand,Cape Town,5496
"Secure, convenient, peaceful home in Newlands",Cape Town,1902
Cool Urban Sanctuary near Table Mountain,Cape Town,797
Majestic Mama Africa in Cape Town! Views&Fast Wifi,Cape Town,1133
"Ocean View, Nature Reserve, Sea Point",Cape Town,5496
Heart of Cape Town -Beautiful Bright Airy Studio.,Cape Town,573
Light family home with self contained flatlet,Cape Town,2154
Guesthouse in Litha Park,Cape Town,448
Blue Horizon,Cape Town,196
Light-Filled Beach Villa near the Sea.,Cape Town,1007
Sasa's home stay,Cape Town,350
Majoros B&B-Experience the true spirit of Ubuntu,Cape Town,406
Upmarket Self-catering apartment!,Cape Town,699
Taliers : Platdakkie Unit,Cape Town,434
Garfield,Cape Town,1203
Kloof Studio 1,Cape Town,755
★ Farm Getaway in Log Cabin ★ Table Mountain View,Cape Town,1091
Sunny and Quiet Studio near Table Mountain,Cape Town,406
Beautiful modern house in the heart of Sea Point,Cape Town,3244
Spacious comfy room in cosy home,Cape Town,252
Ideal single bedroom w/ private bathroom,Cape Town,154
"Boston Beds - safe, affordable, comfortable, close",Cape Town,475
Cape Town CBD Apartment with Spring Water Fed Pool,Cape Town,699
Family Garden Suite,Cape Town,2993
Gorgeous family home in the heart of the city,Cape Town,7006
"Beachfront Cottage,Simonstown,Cape Town,2-4 guests",Cape Town,601
Imvusa b&b,Cape Town,545
ATLANTIC BEACH LODGE,Cape Town,2196
Petit Garden Suites,Cape Town,1804
Sea View Suites,Cape Town,2196
Sea View Family Suite,Cape Town,2797
Sea View Deluxe Suites,Cape Town,2503
Budget Reception Room,Cape Town,1203
★Modern&Spacious Loft in Observatory+Parking★,Cape Town,643
See Table Mountain from a Decorator's Pad,Cape Town,1203
Curlew,Cape Town,392
Holiday Apartment in heart of Sea Point,Cape Town,2503
"Patio Room in Security Complex, N. Suburbs",Cape Town,154
Architectural masterpiece,Cape Town,37996
THURA'S PLACE... a place called home: Upstairs,Cape Town,685
Homely cottage in best location in Winelands,Cape Town,853
Lovely ground floor studio flat.,Cape Town,1496
Stunning Villa with Mountain and Sea Views.,Cape Town,1944
cottage on the foothills of the durbanville hills.,Cape Town,461
2 Bedroom apartment in Fountain Suites Hotel,Cape Town,951
"Spacious, Light & Bright on the Beachfront!!!",Cape Town,783
The Bantry Bay,Cape Town,699
Charming home in central Observatory,Cape Town,895
Fully furnished room in 3 bedroom flat,Cape Town,252
Family home,Cape Town,937
Ocean & Mountain View ★ Superb Apartment,Cape Town,965
Comfort and style at the Beach,Cape Town,979
Elegantly furnished house in up market estate,Cape Town,3944
1 Omega Blouberg. Perfect for ✔Business & ✔Leisure,Cape Town,224
Empire Apartment,Cape Town,1049
Warm and cosy home in security estate,Cape Town,1203
Lovely Place,Cape Town,322
La Petite on Zurich | Durbanville - Entire Flat,Cape Town,336
Family home surrounded by mountain nature,Cape Town,3846
Nature's Garden Cottage,Cape Town,643
Large Cozy Cottage,Cape Town,294
Camps Bay Breeze,Cape Town,1496
Spacious Studio in Cape Town City Center,Cape Town,853
Lark 24 Room 3,Cape Town,294
A Stone's Throw Away from the V&A Waterfront!,Cape Town,797
Cape Engedi Cottage,Cape Town,755
"Gule Inc. Holiday Accommodation, Somerset West",Cape Town,1007
Self-Catering Garden Flatlet in Claremont,Cape Town,671
Berghoewe Private Estate (House) Somerset West,Cape Town,783
On 17 Avondale,Cape Town,503
Simple studio flat,Cape Town,322
Victorian cottage in central Cape Town,Cape Town,1203
The heart of Green Point,Cape Town,252
Private bedroom close to UCT,Cape Town,350
Beautiful 2BDRM Apartment in the Cape Royale,Cape Town,1315
Sue's Sleepover,Cape Town,406
Penrith 204,Cape Town,5594
Helderzicht Cottage,Cape Town,797
SPACIOUS & CALMING GETAWAY RETREAT,Cape Town,4000
Gorgeous private apartment at the foot of Gardens,Cape Town,1454
Lemonwood Cottage (Room 2),Cape Town,420
Sunny Spot Muizenberg,Cape Town,2000
Glenhaven Guesthouse - Courtyard Cottage,Cape Town,853
Stroll to the Beach from a Spacious Duplex Apartment,Cape Town,1287
Lovely Studio Apartment in the Southern Suburbs,Cape Town,601
Self-catering unit in security complex.,Cape Town,406
De Waterkant apt breathtaking views!,Cape Town,769
Veldidena Guest Suite,Cape Town,392
Stunning location - 1-bdr apartment in Cape Town,Cape Town,364
A Touch of Africa in the Mother City,Cape Town,643
Cape Town Ocean & Table-mountain View Apt,Cape Town,853
The Modern Victorian Gem in Trendy Upper Woodstock,Cape Town,2503
Cozy room with perfect location,Cape Town,294
"Family Haven in Helgarda, Hout Bay",Cape Town,2993
Kylemore 205,Cape Town,3804
Find Peace at a Stunning Seaside Retreat.,Cape Town,3902
Modern spacious home,Cape Town,4951
Stylish 3BDR house with plunge pool and views,Cape Town,2503
Malebo's B&B Township experience,Cape Town,517
Clean and modern Cape Town studio. Unit 32.,Cape Town,1245
A Touch of Lavender,Cape Town,755
Eagle's Nest,Cape Town,4503
Cute as a button: Garden cottage in Dreyersdal,Cape Town,406
Ocean Decks Self-Catering Holiday Apartment,Strand,1804
Glenhaven Guesthouse - Swiss Cottage,Cape Town,853
Glenhaven Guesthouse - Mountain View,Cape Town,853
Milnerton 5th Floor - Table Mountain & Sea Views,Cape Town,699
Milnerton Cottage,Cape Town,322
"Funky, modern home by the beach Elephant Room",Cape Town,350
Funky Modern home by the Beach Platypus Room,Cape Town,252
Funky Modern home by the Beach Zebra Room,Cape Town,643
Unit 144 Eden on the Bay,Cape Town,1007
"Hip, Chic, Contemporary Vintage Duplex Apartment",Cape Town,699
"Walk to the Beach from a Fresh, Stylish Apartment",Cape Town,573
Mountain View Place -double story in tokai village,Cape Town,4195
Thyme Wellness Spa and guesthouse - self catering,Cape Town,7496
Natalie's Cosy Cape Cottage,Cape Town,601
Coastal Haven Self Catering Unit,Cape Town,951
"Great sea views at St James Terrace, Kalk Bay",Cape Town,699
Blouberg Sands,Cape Town,1007
Coral Zee - Self Catering (Relax and Enjoy),Cape Town,1105
Bachelor apartment 4,Cape Town,713
The Loveshack - rustic cottage in Upper Woodstock,Cape Town,461
Trendy Upper Constantia flatlet,Cape Town,755
Studio on the Square,Cape Town,587
Marina's Place,Cape Town,545
14 New Kings at the Majestic Village,Cape Town,3007
House Liebenberg,Cape Town,643
Clifftop home with endless ocean views,Cape Town,15005
2 Middedorp at the Majestic Village,Cape Town,3007
Breathtaking sea views - the best in Simon's Town,Cape Town,2503
Guest's preffered location ! Table Mountain view .,Cape Town,406
The View Self Catering Holiday Accommodation,Cape Town,1245
Well positioned dbl &/or twin room + own bathroom.,Cape Town,601
Lovely Security Estate in Constantia Nek.,Cape Town,3007
"Greenery, Kirstenbosch Gardens and mountain walks!",Cape Town,3608
Ridgewalk Masterpiece,Cape Town,14502
Kuriake Seaview Holiday Apartment,Cape Town,951
Charming Tamboerskloof apartment,Cape Town,727
Cape Town Luxury Mansion,Cape Town,1636
Happy Home -Imhoff's Gift -  Room 2,Cape Town,322
Cosy beach house studio.,Cape Town,797
Park West Cottage in the Hiddingh Avenues,Cape Town,1496
Martello Cottage,Cape Town,545
Above it all in Central Cape Town 3BD Amazing view,Cape Town,3496
Ultra Modern Apartment For Stylish Traveler- Bahia,Cape Town,895
"Self Catering Suite in Durbanville, Cape Town",Cape Town,601
Great  View . One Bedroom,Cape Town,755
Spacious room in Table View,Cape Town,252
Green Point Character home (Pet Friendly),Cape Town,1203
Guest House - Bay View Somerset West - Room 4,Cape Town,643
"Double En Suite (OPEN PLAN) Bedroom, room 2 Fibre",Cape Town,434
Studio appartment,Cape Town,545
100 Oppie Hoek,Cape Town,797
Private Room in Safe & Central Location,Cape Town,294
Broadway Guest house Tygervalley,Cape Town,643
Eden On The Bay 118,Cape Town,979
B2 Enta Views,Cape Town,2503
A Beachfront Studio Camps Bay,Cape Town,797
Studio in the Park,Cape Town,895
Modern Penthouse  near V&A Waterfront & CTICC,Cape Town,2196
Beautiful Apartment in Plattekloof,Cape Town,1007
Avignon Estate Villa,Cape Town,3007
Watsonia 1 bedroom apartment,Cape Town,587
Peaceful Apartment,Cape Town,797
MamuMajoro's homestay experience,Cape Town,448
Ensuite King Bedroom on the river,Cape Town,601
Seaside Moments,Cape Town,671
Simple yet practical.,Cape Town,448
Noordhoek Sunny Garden Cottage,Cape Town,1496
Furnished private apartment on the west coast,Cape Town,1133
Atlantic Seaboard Ensuite Bedroom,Cape Town,503
Excellent location with breathtaking ocean views,Cape Town,15005
Strand Holiday Home,Cape Town,895
Brookwood Studio,Cape Town,699
Sunny Contemporary Family Home in Claremont,Cape Town,2853
"Bea""s Place",Cape Town,601
Bayview Heights,Cape Town,11006
"Chic and central on Greenmarket Square, Cape Town",Cape Town,895
Ocean View,Cape Town,2196
Table mountain views.Central traveler's base.,Cape Town,755
Double story apartment in Parklands,Cape Town,797
With The Tide,Muizenberg,2154
"VIEWS! Secure & private, seaside room, garden apt",Cape Town,503
"Homely flat in a lovely, central area in Cape Town",Cape Town,601
Auberge Therese - Le Grenier,Cape Town,797
Auberge Therese - Le Bijou,Cape Town,909
Urban Lifestyle Apartment with Terrace,Cape Town,797
Charm apartment in the center of activities,Cape Town,797
2 BDRM apartment in the centre Century City,Cape Town,853
Idyllic in the Inner City,Cape Town,1189
Cloud Nine - unforgettable ocean views!,Cape Town,4000
113 on Forest,Cape Town,489
Home from home @ Compass,Cape Town,853
"""Siesta"" - Easy living home  in  Kommetjie",Cape Town,1203
Campsbay ocean view,Cape Town,3007
York Garden Apartment  - Live like a Local!,Cape Town,1231
Questenburg Boutique Retreat | Double Room,Claremont,1594
16 On York,Cape Town,601
Sunny Studio at the Stone House,Cape Town,280
One bedroom apartment near Winelands and beach,Cape Town,1007
Ideally located large self catering home.,Cape Town,3202
Acacia Cottage,Cape Town,350
Room in the heart of Cape Town,Cape Town,755
Unplug from the rat race,Cape Town,322
21 Perth Road Tokai avail 14 Dec 2019 - 7 Jan 2020,Cape Town,3007
Cosy room conveniently located in the CBD!,Cape Town,294
21 Perth Road Tokai,Cape Town,1496
"Perfect location, views and stylish comfort",Cape Town,881
Luxury 2 bed apartment - The Marina V&A Waterfront,Cape Town,3007
Central4u,Cape Town,503
Camps bay luxury villa*,Cape Town,12502
"Self Catering Penthouse - Century City, Cape Town",Cape Town,1846
3 Bed Villa w/Pool & Hot Tub | Glen Sunsets Villa,Cape Town,3566
Modern family home in a security estate,Cape Town,2951
Serenity Villa Camps Bay,Cape Town,19998
"The Island Club, Century City",Cape Town,797
Fynbos mountain suite,Cape Town,448
Caline vip/ accommodation near the sea,Cape Town,643
Modern Home With Panoramic Sea View,Cape Town,2755
Cambridge Studio with safe parking bay,Cape Town,406
Home in security estate PRIVATE WATER SUPPLY,Cape Town,9356
5 Bedroom large house in lush garden with pool,Cape Town,5006
Sea Point Flat,Cape Town,406
WATER SPORTS GETAWAY in quiet secure Cul de sac,Cape Town,503
Beautifully designed home in security estate,Cape Town,6866
Cape Town house with stunning views,Cape Town,5006
Penthouse Living with Private Pool & Deck!,Cape Town,3007
Romantic little hideway with stunning views,Cape Town,1734
The Big Bay home,Cape Town,4503
Quiet apartment with private outside living area,Cape Town,657
Title,Cape Town,294
Private room in a private pan handle home,Cape Town,252
La Retreat Village,Cape Town,699
Peaceful & Bright Contemporary Noordhoek Home,Cape Town,2503
Equestrian View,Cape Town,1496
Upbeat Beach Studio with Excellent Location in the Village,Cape Town,1496
"Luxury caravan, Braai & pool area",Cape Town,503
Lovely Courtyard Studio Observatory,Cape Town,517
"Villa four Sea Point,Self-catering 10 Sleeper",Cape Town,2825
Large Family Home for Relaxation,Cape Town,5999
Living space in the historical heart of Cape Town,Cape Town,545
"Beautiful bedroom in serene, comfortable home.",Cape Town,699
The Stone Abode,Cape Town,1748
Modern Apartment,Cape Town,699
"Charming, comfortable family home",Cape Town,2895
Melkbos Sea Apartment,Cape Town,2797
Luxury hotel 1 bedroom Apartment in City Centre,Cape Town,1245
"Tranquil luxury oasis-  Seapoint near beach, shops",Cape Town,797
Stunning family home with entertainment facilities,Cape Town,2503
"Guinea-fowl Lodge, Cape Town - Ideal Location!!!",Cape Town,1678
Separate entrance room with own bathroom,Cape Town,252
⭐Exquisite Cape Town GEM⭐ 1 Bedroom | City View,Cape Town,1301
Upmarket studio apartment in Camps Bay,Cape Town,601
Relaxing space with a great view,Cape Town,378
Upmarket home in heart of Camps Bay (4 Sleeper),Cape Town,1007
Modern Apartment with Rooftop Deck & Amazing Views,Cape Town,797
A comfortable light and spacious 3 bedroomed home,Cape Town,2000
Mountain ★ Beach ★ Restaurants ★ Sea ★ Relax,Cape Town,755
Serene Spot on the Slopes of the Atlantic Seaboard,Cape Town,951
Waterfront Views Prime Waterkant location,Cape Town,951
★V&A waterfront on doorstep★Balcony★views★parking★,Cape Town,1594
Aster Lodge,Cape Town,5999
On church square ★ Historic ★ Sights ★ Views,Cape Town,797
"Family Home - Light, Spacious, Open and Secure",Cape Town,3944
Self Contained Studio apartment seapoint\fresnaye,Cape Town,699
Cosy corner cottage,Cape Town,853
Cape Dutch beauty in the heart of Constantia,Cape Town,9495
"Quiet, Cosy Garden Cottage by Newlands Village",Cape Town,853
Witsand Views,Cape Town,2252
Upper Green Point Studio,Cape Town,783
En Route Cape Town - Self Catering Unit,Cape Town,545
Spacious family home in lovely Claremont,Cape Town,2000
Luxury Hotel Apartment,Cape Town,2000
Tranquil 4 Bedroom Victorian Home in City Bowl,Cape Town,3916
Sians Self Catering Loft Duplex,Cape Town,503
Beautiful modern private room on the beachfront,Cape Town,825
Jardin de Fees home and guest suites,Cape Town,6405
SES on Muller -  self-catering cottage,Cape Town,1496
Entire 2 bed with hot-tub and housekeeping,Cape Town,3496
Sunny Studio in the heart of Sea Point,Cape Town,643
Sunny Albion Place,Cape Town,1986
City Living In The Sky,Cape Town,503
Mountain View Studio Apartment,Cape Town,1370
Bright & Ambient Top-Floor Apartment with Views,Cape Town,350
Spacious home with mountain views,Cape Town,6657
"Sea & Mountain Views, Pool, Patios ″ Location",Cape Town,5244
Sea Point apartment with incredible views,Cape Town,9999
SUNSET Views,Cape Town,699
Green Point 3 bedroom 2 bathroom Luxury Apartment,Cape Town,2293
Winshaw Cottage,Cape Town,406
AN UNBEATABLE DEAL,Cape Town,545
Beautiful apartment near Cape town : AMANZI,Cape Town,1105
Bev's B&B in Blouberg (Room 1),Cape Town,350
Stunning  4 bedroom home in Upper Constantia,Cape Town,18725
You Couldn't Get Closer to the Ocean if You Tried!,Cape Town,1538
Luxury sea facing villa with private elevator,Cape Town,7496
Beautiful guestroom near Cape Town : ILANGA,Cape Town,895
"Light & stylish apartment in Woodstock, Cape Town",Cape Town,951
Spacious Victorian Delight Table Mountain,Cape Town,1301
Amazing stay in heart of historical bo-kaap,Cape Town,392
Iconic gem in the heart of the City,Cape Town,895
Art-Filled Beach House with Sweeping Ocean Views,Cape Town,3202
Beachfront Apartment: Uninterrupted Ocean Views,Cape Town,1105
Amazing city views in stylish and light apartment,Cape Town,1007
The Upper House,Cape Town,11495
Trendy Sea-View Flat in Popular Sea Point,Cape Town,1203
"Comfortable environment, easy going hosts, dog :)",Cape Town,322
Green Point - 207 The Warwick,Cape Town,2587
Wake up to the spectacular bay of Simonstown!,Cape Town,1496
2 bedroom apartment in complex with pool,Cape Town,1692
Nina B&B,Cape Town,406
Contemporary Apartment with Cape Town Harbour Views,Cape Town,1846
Beachfront 1 bedroom Self Catering Apartment,Cape Town,755
Scenic Double,Cape Town,797
Amazing Seafront Apartment in Bantry Bay,Cape Town,1804
2 Bedroom on Marseilles,Cape Town,993
Casa Kai Beach House,Cape Town,1203
"Stunning 6 Sleeper in Seaside Village B22, Big Bay",Cape Town,1398
All the Colours of Cape Town,Cape Town,923
Sunny apartment with views in secure complex,Cape Town,699
fun filled home with a view to die for,Cape Town,643
Wolverton House,"Fresnaye, Cape Town",2503
"DESIGNER LIVING, Sea Point/Fresnaye",Cape Town,1105
Clifton Beach Villa,Cape Town,15005
The Pokkels pool guest room,Cape Town,993
Classic and Charming Home in Iconic Green Point,Cape Town,2503
"Spacious apartment in a safe, beautiful area",Cape Town,406
Oudekraal Views,Cape Town,17802
Best views of any flat in Cape Town!,Cape Town,1175
Rondebosch fully furnished room,Cape Town,461
"Mimosa Cottage, Milnerton, Cape Town",Cape Town,406
Beautiful & Spacious Apartment in the City Center,Cape Town,1245
Dolphin Views beach apartment,Cape Town,1189
2 Bed Apt in Sought-After Sea Point Area!,Cape Town,895
Cozy garden apartment in Bloubergstrand,Cape Town,671
The Newlands Apartment,Cape Town,601
Stretch out in peace and comfort.,Cape Town,252
Waterworld,Cape Town,2000
"1 Bedroom Apartment, City Centre",Cape Town,797
"Tranquil, safe-haven heaven in Cape Town",Cape Town,8405
7 Bed Villa close to the beach with pool,Cape Town,17495
Conifer court,Cape Town,1007
AQUA VISTA,Cape Town,699
Amazingly cheap room for holidays,Cape Town,154
Green Point hideaway with sunny deck,Cape Town,699
Perfect lock-up and go pad opposite V&A Waterfront,Cape Town,951
Beach Retreat★Central ♥ Sunny Apartment,Cape Town,979
Breathtaking views in Blouberg!,Cape Town,797
The Hout Bay nest,Cape Town,1105
Karatara Manor - Sunshine & Happiness (Sleeps 14),Cape Town,5202
Spacious room in Upper Woodstock,Cape Town,196
Heaven Sent - A little Seaside Gem,Cape Town,699
"Zena Cottage: Light, bright, beautiful views.",Cape Town,1594
Just beachy holiday apartment,Cape Town,797
319 The Rockwell Luxury Aparthotel.,Cape Town,2503
Stylish Cape Town City Apartment,Cape Town,1594
Top Security in this Tranquil  Environment,Cape Town,699
Piece of HEAVEN,Cape Town,1496
Sunny and Spacious Garden Cottage,Cape Town,853
Be charmed by this gracious home.,Cape Town,3007
Spacious family home overlooking Hout Bay,Cape Town,1203
Modern spacious family home,Cape Town,2895
"Sandpiper Mews, Sanderling Road, Capricorn Beach",Cape Town,350
Ons Huisie,Cape Town,979
Apartment Ailyssa,Cape Town,2937
Family Beach House,Cape Town,5006
"AAAAH! The  best of Fishhoek, seas, beaches , view",Cape Town,1007
Somerset nest,Cape Town,1846
Cadequin Vineyard Cottage,Sir Lowry's Pass,993
Your home away from home,Cape Town,252
Forester's View,Cape Town,3846
Convenient Private Apartment near Hout Bay Harbour,Cape Town,350
CHIC 2-BEDROOM APARTMENT WITH MAGNIFICENT VIEWS.,Cape Town,1552
Helderberg Family Homestead,Cape Town,2797
